epoch,step,train_loss,val_loss
0,274,,0.7634533643722534
0,274,0.5494615435600281,
1,549,,0.7892959713935852
1,549,0.48609331250190735,
2,824,,0.8481560945510864
2,824,0.4530854821205139,
3,1099,,0.8034347891807556
3,1099,0.4343087077140808,
4,1374,,0.8387814164161682
4,1374,0.421018123626709,
5,1649,,0.9414880871772766
5,1649,0.38890424370765686,
6,1924,,0.9196431636810303
6,1924,0.37772995233535767,
7,2199,,0.9429157376289368
7,2199,0.36072540283203125,
8,2474,,0.9760974645614624
8,2474,0.3600348234176636,
9,2749,,0.9171822667121887
9,2749,0.3391977846622467,
10,3024,,1.0023424625396729
10,3024,0.3278511166572571,
