epoch,step,train_loss,val_loss
0,274,,0.9602285027503967
0,274,0.6518975496292114,
1,549,,0.9501605033874512
1,549,0.45263129472732544,
2,824,,0.9698100090026855
2,824,0.3997761011123657,
3,1099,,0.9276325702667236
3,1099,0.36534905433654785,
4,1374,,0.9784883856773376
4,1374,0.3451375663280487,
5,1649,,1.0033878087997437
5,1649,0.3297630548477173,
6,1924,,1.060180902481079
6,1924,0.3195480704307556,
7,2199,,0.9861621856689453
7,2199,0.3071507215499878,
8,2474,,1.0762280225753784
8,2474,0.26852890849113464,
9,2749,,1.027235746383667
9,2749,0.2554627060890198,
10,3024,,0.9927305579185486
10,3024,0.2555520236492157,
11,3299,,1.0750720500946045
11,3299,0.2485552728176117,
12,3574,,0.9881468415260315
12,3574,0.2232317328453064,
13,3849,,0.9791560769081116
13,3849,0.21617473661899567,
