,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,1848855,[],CHEMBL914578,Antimycobacterial activity against Mycobacterium bovis BCG Pasteur with pMV261 vector,F,,,BAO_0002146,BAO_0000218,organism-based format,CCc1cc(C(N)=S)ccn1,,,CHEMBL1142097,Antimicrob Agents Chemother,2007,,CHEMBL1441,ETHIONAMIDE,CHEMBL1441,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,632170,=,1,1,=,,MIC,ug.mL-1,,2.0,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,2.0
1,,,1848856,[],CHEMBL914578,Antimycobacterial activity against Mycobacterium bovis BCG Pasteur with pMV261 vector,F,,,BAO_0002146,BAO_0000218,organism-based format,CC(C)CCSc1ccc(NC(=S)Nc2ccc(SCCC(C)C)cc2)cc1,,,CHEMBL1142097,Antimicrob Agents Chemother,2007,,CHEMBL224220,,CHEMBL224220,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,632175,=,1,1,=,,MIC,ug.mL-1,,40.0,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,40.0
2,,,1848857,[],CHEMBL914578,Antimycobacterial activity against Mycobacterium bovis BCG Pasteur with pMV261 vector,F,,,BAO_0002146,BAO_0000218,organism-based format,CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1,,,CHEMBL1142097,Antimicrob Agents Chemother,2007,,CHEMBL214920,TIOCARLIDE,CHEMBL214920,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,632174,=,1,1,=,,MIC,ug.mL-1,,0.25,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,0.25
3,,,1848858,[],CHEMBL914578,Antimycobacterial activity against Mycobacterium bovis BCG Pasteur with pMV261 vector,F,,,BAO_0002146,BAO_0000218,organism-based format,NC(=S)N/N=C/c1cccnc1,,,CHEMBL1142097,Antimicrob Agents Chemother,2007,,CHEMBL224265,NICOTHIAZONE,CHEMBL224265,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,632173,=,1,1,=,,MIC,ug.mL-1,,10.0,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,10.0
4,,,1848859,[],CHEMBL914578,Antimycobacterial activity against Mycobacterium bovis BCG Pasteur with pMV261 vector,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1ccc(/C(C)=N/NC(N)=S)cc1,,,CHEMBL1142097,Antimicrob Agents Chemother,2007,,CHEMBL223505,,CHEMBL223505,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,632172,=,1,1,=,,MIC,ug.mL-1,,0.25,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,0.25
5,,,1848860,[],CHEMBL914578,Antimycobacterial activity against Mycobacterium bovis BCG Pasteur with pMV261 vector,F,,,BAO_0002146,BAO_0000218,organism-based format,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,,,CHEMBL1142097,Antimicrob Agents Chemother,2007,,CHEMBL375492,AMITHIOZONE,CHEMBL375492,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,632171,=,1,1,=,,MIC,ug.mL-1,,0.5,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,0.5
6,,,1915107,[],CHEMBL893269,Antibacterial activity against Mycobacterium bovis BCG Tokyo after 18 hrs by agar plate dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,C=CCN(C)CCCCCCCCOc1ccc(C(=O)c2ccc(Cl)cc2)c(O)c1,,,CHEMBL1148727,J Med Chem,2007,,CHEMBL388902,,CHEMBL388902,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,653853,=,1,1,=,,MIC,ug.mL-1,,3.1,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,3.1
7,,,1915244,[],CHEMBL893269,Antibacterial activity against Mycobacterium bovis BCG Tokyo after 18 hrs by agar plate dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,,CHEMBL1148727,J Med Chem,2007,,CHEMBL374478,RIFAMPIN,CHEMBL374478,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,653855,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,0.1
8,,,1915253,[],CHEMBL893269,Antibacterial activity against Mycobacterium bovis BCG Tokyo after 18 hrs by agar plate dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1148727,J Med Chem,2007,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,653856,=,1,1,=,,MIC,ug.mL-1,,0.1,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,0.1
9,,,3565394,[],CHEMBL1281831,Antimicrobial activity against Mycobacterium bovis BCG ML1075 carrying transposon IS1096::Km inserted at +899bp of gca gene by microplate Alamar blue assay,F,,,BAO_0002146,BAO_0000218,organism-based format,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,,,CHEMBL1275448,Antimicrob Agents Chemother,2008,,CHEMBL174,AMPICILLIN,CHEMBL174,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,969692,=,1,1,=,,MIC,ug.mL-1,,2000.0,CHEMBL615052,Mycobacterium tuberculosis variant bovis BCG,Mycobacterium tuberculosis variant bovis BCG,33892,,,MIC,ug ml-1,UO_0000274,,2000.0
