,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,15777045,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,NS(=O)(=O)c1ccc(Nc2cnc3ccccc3n2)cc1,,,CHEMBL3637782,,,,CHEMBL3637789,,CHEMBL3637789,,0,http://www.openphacts.org/units/Nanomolar,2512252,=,22,1,=,,MIC,nM,,2000.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,2.0
1,,,15777046,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,NC(=O)c1cc2ccc(CC(=O)c3cccs3)cc2s1,,,CHEMBL3637782,,,,CHEMBL3637798,,CHEMBL3637798,,0,http://www.openphacts.org/units/Nanomolar,2512261,=,22,1,=,,MIC,nM,,3800.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,3.8
2,,,15777047,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,N#Cc1ncn(-c2ccc3nnc(C(F)(F)F)n3n2)n1,,,CHEMBL3637782,,,,CHEMBL3637807,,CHEMBL3637807,,0,http://www.openphacts.org/units/Nanomolar,2512270,=,22,1,=,,MIC,nM,,5000.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,5.0
3,,,15777048,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,COC(=O)c1ccc(Oc2ccc(-c3csc(C)n3)cc2F)nn1,,,CHEMBL3637782,,,,CHEMBL3637816,,CHEMBL3637816,,0,http://www.openphacts.org/units/Nanomolar,2512279,=,22,1,=,,MIC,nM,,5600.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,5.6
4,,,15777049,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,,,CHEMBL3637782,,,,CHEMBL1109,SULFAPHENAZOLE,CHEMBL1109,,0,http://www.openphacts.org/units/Nanomolar,2512284,=,22,1,=,,MIC,nM,,10000.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,10.0
5,,,15777050,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc2c(c1)c(=O)cc(C(F)(F)F)n2CCNC(=O)c1ccccn1,,,CHEMBL3637782,,,,CHEMBL3637827,,CHEMBL3637827,,0,http://www.openphacts.org/units/Nanomolar,2512291,=,22,1,=,,MIC,nM,,10000.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,10.0
6,,,15777051,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1c(C(=O)NCCOc2ccccc2)[nH]c2c1C(=O)CCC2,,,CHEMBL3637782,,,,CHEMBL3637829,,CHEMBL3637829,,0,http://www.openphacts.org/units/Nanomolar,2512293,=,22,1,=,,MIC,nM,,10000.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,10.0
7,,,15777052,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,CCCC/C=C/c1cc2ccncc2cc1OC1CCNCC1,,,CHEMBL3637782,,,,CHEMBL3637785,,CHEMBL3637785,,0,http://www.openphacts.org/units/Nanomolar,2512247,=,22,1,=,,MIC,nM,,1600.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,1.6
8,,,15777053,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,NC(=O)c1ccc(CN(C2CC2)S(=O)(=O)c2ccccc2F)cc1,,,CHEMBL3637782,,,,CHEMBL3637797,,CHEMBL3637797,,0,http://www.openphacts.org/units/Nanomolar,2512260,=,22,1,=,,MIC,nM,,3750.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,3.75
9,,,15777054,[],CHEMBL3637831,GSK_TB: Minimum inhibitory concentration against H37Rv stain of Mycobacterium tuberculosis using MABA method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=C(NCc1ccco1)N1CCN(Cc2ccc(Cl)s2)CC1,,,CHEMBL3637782,,,,CHEMBL3637786,,CHEMBL3637786,,0,http://www.openphacts.org/units/Nanomolar,2512249,=,22,1,=,,MIC,nM,,2000.0,CHEMBL2111188,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,83332,,,MIC,uM,UO_0000065,,2.0
