,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,2944528,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc(C(OC[C@@H](O)CN2CCCN(C[C@H](O)COC(c3ccc(C)cc3)c3ccc(C)cc3)CC2)c2ccc(C)cc2)cc1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL573211,,CHEMBL573211,,0,http://www.openphacts.org/units/Nanomolar,850470,=,1,1,=,,MIC,nM,,1220.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,1.22
1,,,2944529,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc(C(OC[C@H](O)CN2CCCN(C[C@@H](O)COC(c3ccc(C)cc3)c3ccc(C)cc3)CC2)c2ccc(C)cc2)cc1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL584560,,CHEMBL584560,,0,http://www.openphacts.org/units/Nanomolar,850469,=,1,1,=,,MIC,nM,,1220.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,1.22
2,,,2944530,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc(C(OC[C@H](O)CN2CCN(C[C@@H](O)COC(c3ccc(C)cc3)c3ccc(C)cc3)CC2)c2ccc(C)cc2)cc1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL573118,,CHEMBL573118,,0,http://www.openphacts.org/units/Nanomolar,850468,=,1,1,=,,MIC,nM,,2500.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,2.5
3,,,2944531,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc(C(OC[C@@H](O)CN2CCN(C[C@H](O)COC(c3ccc(C)cc3)c3ccc(C)cc3)CC2)c2ccc(C)cc2)cc1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL573067,,CHEMBL573067,,0,http://www.openphacts.org/units/Nanomolar,850467,=,1,1,=,,MIC,nM,,40140.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,40.14
4,,,2944532,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,O[C@@H](COC(c1ccc(Br)cc1)c1ccc(Br)cc1)CN1CCN(C[C@@H](O)COC(c2ccc(Br)cc2)c2ccc(Br)cc2)CC1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL573110,,CHEMBL573110,,0,http://www.openphacts.org/units/Nanomolar,850466,=,1,1,=,,MIC,nM,,28330.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,28.33
5,,,2944533,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,O[C@H](COC(c1ccc(Br)cc1)c1ccc(Br)cc1)CN1CCN(C[C@H](O)COC(c2ccc(Br)cc2)c2ccc(Br)cc2)CC1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL574512,,CHEMBL574512,,0,http://www.openphacts.org/units/Nanomolar,850465,=,1,1,=,,MIC,nM,,28330.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,28.33
6,,,2944534,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,O[C@@H](CNCCNC[C@H](O)COC(c1cccs1)c1cccs1)COC(c1cccs1)c1cccs1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL575766,,CHEMBL575766,,0,http://www.openphacts.org/units/Nanomolar,850464,=,1,1,=,,MIC,nM,,22130.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,22.13
7,,,2944535,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,O[C@H](CNCCNC[C@@H](O)COC(c1cccs1)c1cccs1)COC(c1cccs1)c1cccs1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL574684,,CHEMBL574684,,0,http://www.openphacts.org/units/Nanomolar,850454,=,1,1,=,,MIC,nM,,22130.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,22.13
8,,,2944536,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,O[C@@H](CNCCNC[C@H](O)COC(c1ccco1)c1ccco1)COC(c1ccco1)c1ccco1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL568036,,CHEMBL568036,,0,http://www.openphacts.org/units/Nanomolar,850433,=,1,1,=,,MIC,nM,,24970.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,24.97
9,,,2944537,[],CHEMBL1059286,Antitubercular activity against Mycobacterium tuberculosis H37Ra after 7 days,F,,,BAO_0002146,BAO_0000218,organism-based format,O[C@H](CNCCNC[C@@H](O)COC(c1ccco1)c1ccco1)COC(c1ccco1)c1ccco1,,,CHEMBL1154196,Bioorg Med Chem Lett,2009,,CHEMBL572929,,CHEMBL572929,,0,http://www.openphacts.org/units/Nanomolar,850298,=,1,1,=,,MIC,nM,,49950.0,CHEMBL2366634,Mycobacterium tuberculosis H37Ra,Mycobacterium tuberculosis H37Ra,419947,,,MIC,uM,UO_0000065,,49.95
