,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,2603125,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc(/C=N/NC(=S)Nc2ccccc2)o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL454211,,CHEMBL454211,,0,http://www.openphacts.org/units/Nanomolar,807511,=,1,1,=,,MIC,nM,,86100.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,86.1
1,,,2603126,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)cc1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL475517,,CHEMBL475517,,0,http://www.openphacts.org/units/Nanomolar,807512,=,1,1,=,,MIC,nM,,20500.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,20.5
2,,,2603127,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1ccc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)cc1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL516401,,CHEMBL516401,,0,http://www.openphacts.org/units/Nanomolar,807513,=,1,1,=,,MIC,nM,,78000.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,78.0
3,,,2603128,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc(/C=N/NC(=S)Nc2ccccc2Br)o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL475716,,CHEMBL475716,,0,http://www.openphacts.org/units/Nanomolar,807514,=,1,1,=,,MIC,nM,,67100.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,67.1
4,,,2603129,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc(/C=N/NC(=S)Nc2ccc(Cl)cc2)o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL447765,,CHEMBL447765,,0,http://www.openphacts.org/units/Nanomolar,807515,=,1,1,=,,MIC,nM,,38400.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,38.4
5,,,2603130,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NS(=O)(=O)c1ccc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)cc1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL516408,,CHEMBL516408,,0,http://www.openphacts.org/units/Nanomolar,807603,=,1,1,=,,MIC,nM,,67600.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,67.6
6,,,2603131,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)c(C)c1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL475894,,CHEMBL475894,,0,http://www.openphacts.org/units/Nanomolar,807604,=,1,1,=,,MIC,nM,,78500.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,78.5
7,,,2603132,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1cccc(C)c1NC(=S)N/N=C/c1ccc([N+](=O)[O-])o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL475895,,CHEMBL475895,,0,http://www.openphacts.org/units/Nanomolar,807605,=,1,1,=,,MIC,nM,,78500.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,78.5
8,,,2603133,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccc(C)c(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)c1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL504622,,CHEMBL504622,,0,http://www.openphacts.org/units/Nanomolar,807606,=,1,1,=,,MIC,nM,,157000.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,157.0
9,,,2603134,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CCc1cccc(CC)c1NC(=S)N/N=C/c1ccc([N+](=O)[O-])o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL453767,,CHEMBL453767,,0,http://www.openphacts.org/units/Nanomolar,807607,=,1,1,=,,MIC,nM,,72100.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,72.1
10,,,2603135,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,COc1ccc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)c(OC)c1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL515581,,CHEMBL515581,,0,http://www.openphacts.org/units/Nanomolar,807608,=,1,1,=,,MIC,nM,,17800.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,17.8
11,,,2603136,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)c([N+](=O)[O-])c1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL473477,,CHEMBL473477,,0,http://www.openphacts.org/units/Nanomolar,807693,=,1,1,=,,MIC,nM,,32800.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,32.8
12,,,2603137,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc(/C=N/NC(=S)Nc2ccccn2)o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL508364,,CHEMBL508364,,0,http://www.openphacts.org/units/Nanomolar,807694,=,1,1,=,,MIC,nM,,48400.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,48.4
13,,,2603138,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1cccnc1NC(=S)N/N=C/c1ccc([N+](=O)[O-])o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL449498,,CHEMBL449498,,0,http://www.openphacts.org/units/Nanomolar,807695,=,1,1,=,,MIC,nM,,10200.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,10.2
14,,,2603139,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1ccnc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)c1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL473681,,CHEMBL473681,,0,http://www.openphacts.org/units/Nanomolar,807696,=,1,1,=,,MIC,nM,,20500.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,20.5
15,,,2603140,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc(/C=N/NC(=S)Nc2ccc(Cl)cn2)o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL515284,,CHEMBL515284,,0,http://www.openphacts.org/units/Nanomolar,807697,=,1,1,=,,MIC,nM,,38300.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,38.3
16,,,2603141,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,Cc1cc(C)nc(NC(=S)N/N=C/c2ccc([N+](=O)[O-])o2)c1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL504575,,CHEMBL504575,,0,http://www.openphacts.org/units/Nanomolar,807698,=,1,1,=,,MIC,nM,,39100.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,39.1
17,,,2603142,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=[N+]([O-])c1ccc(/C=N/NC(=S)Nc2ncc(Br)cc2Br)o1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL443404,,CHEMBL443404,,0,http://www.openphacts.org/units/Nanomolar,807781,=,1,1,=,,MIC,nM,,6900.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,6.9
18,,,2603143,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,NNC(=O)c1ccncc1,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL64,ISONIAZID,CHEMBL64,,0,http://www.openphacts.org/units/Nanomolar,807782,=,1,1,=,,MIC,nM,,22820.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,22.82
19,,,2603144,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL374478,RIFAMPIN,CHEMBL374478,,0,http://www.openphacts.org/units/Nanomolar,807783,=,1,1,=,,MIC,nM,,30380.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,30.38
20,,,2603145,[],CHEMBL1023880,Antimycobacterial activity against Mycobacterium microti MTCC 1727 by agar dilution method,F,,,BAO_0002146,BAO_0000218,organism-based format,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,,CHEMBL1136842,Bioorg Med Chem Lett,2009,,CHEMBL8,CIPROFLOXACIN,CHEMBL8,,0,http://www.openphacts.org/units/Nanomolar,807784,=,1,1,=,,MIC,nM,,2350.0,CHEMBL612960,Mycobacterium tuberculosis variant microti,Mycobacterium tuberculosis variant microti,1806,,,MIC,uM,UO_0000065,,2.35
