,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,8000051,[],CHEMBL1942013,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C=CC=CC1=C1c2cc(O)c(O)cc2Oc2cc(O)c(O)cc21,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,"{'bei': '16.88', 'le': '0.31', 'lle': '2.57', 'sei': '5.30'}",CHEMBL1451216,,CHEMBL1451216,5.68,0,http://www.openphacts.org/units/Nanomolar,1571594,=,1,1,=,,IC50,nM,,2100.0,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,IC50,uM,UO_0000065,,2.1
1,,,8000052,[],CHEMBL1942013,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3)c-2cc1O,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,"{'bei': '18.88', 'le': '0.34', 'lle': '2.37', 'sei': '6.65'}",CHEMBL375328,,CHEMBL375328,6.05,0,http://www.openphacts.org/units/Nanomolar,1571595,=,1,1,=,,IC50,nM,,900.0,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,IC50,uM,UO_0000065,,0.9
2,,,8000053,[],CHEMBL1942013,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c2cc(O)c(=O)cc-2oc2cc(O)c(O)cc12,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,"{'bei': '18.68', 'le': '0.35', 'lle': '2.50', 'sei': '5.31'}",CHEMBL175266,,CHEMBL175266,4.82,0,http://www.openphacts.org/units/Nanomolar,1571596,=,1,1,=,,IC50,nM,,15000.0,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,IC50,uM,UO_0000065,,15.0
3,,,8000054,[],CHEMBL1942013,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion,B,,,BAO_0000190,BAO_0000357,single protein format,C=Cc1cc(O)cc2c1-c1ccc(O)c(C)c1CC2,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,"{'bei': '18.24', 'le': '0.33', 'lle': '0.79', 'sei': '11.37'}",CHEMBL205119,EFFUSOL,CHEMBL205119,4.60,0,http://www.openphacts.org/units/Nanomolar,1571597,=,1,1,=,,IC50,nM,,25000.0,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,IC50,uM,UO_0000065,,25.0
4,,Not Active,8000059,[],CHEMBL1942015,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion at 10 ug/ml,B,,,BAO_0000201,BAO_0000357,single protein format,C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,,CHEMBL522983,,CHEMBL522983,,0,http://qudt.org/vocab/unit#Percent,1571598,,1,0,,,Inhibition,%,,,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,INH,,UO_0000187,,
5,,Not Active,8000060,[],CHEMBL1942015,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion at 10 ug/ml,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](O)[C@@H]1O,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,,CHEMBL487258,CYNARIN,CHEMBL487258,,0,http://qudt.org/vocab/unit#Percent,1571599,,1,0,,,Inhibition,%,,,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,INH,,UO_0000187,,
6,,Not Active,8000061,[],CHEMBL1942015,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion at 10 ug/ml,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccc(NC(=O)c2cc3ccc4c5ccccc5[nH]c4c3cc2O)cc1,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,,CHEMBL1372046,,CHEMBL1372046,,0,http://qudt.org/vocab/unit#Percent,1571600,,1,0,,,Inhibition,%,,,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,INH,,UO_0000187,,
7,,Not Active,8000062,[],CHEMBL1942015,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion at 10 ug/ml,B,,,BAO_0000201,BAO_0000357,single protein format,Cn1c(=O)c2nc(CNc3ccc(C(=O)O)cc3)[nH]c2n(C)c1=O,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,,CHEMBL1448304,,CHEMBL1448304,,0,http://qudt.org/vocab/unit#Percent,1571601,,1,0,,,Inhibition,%,,,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,INH,,UO_0000187,,
8,,Not Active,8000063,[],CHEMBL1942015,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion at 10 ug/ml,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(c1ccc(O)cc1)c1ccc(C(=O)c2ccc(O)cc2)cc1,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,,CHEMBL1368535,,CHEMBL1368535,,0,http://qudt.org/vocab/unit#Percent,1571602,,1,0,,,Inhibition,%,,,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,INH,,UO_0000187,,
9,,Not Active,8000064,[],CHEMBL1942015,Inhibition of Mycobacterium tuberculosis RmlD assessed as inhibition of dTDP-beta-6-deoxy-L-lyxo-4-hexulose to dTDP-beta-L-rhamnose conversion at 10 ug/ml,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1ccc(NC(=O)Nc2cccnc2)cc1NC(=O)Nc1cccnc1,,,CHEMBL1938285,Bioorg Med Chem Lett,2011,,CHEMBL1329443,,CHEMBL1329443,,0,http://qudt.org/vocab/unit#Percent,1571603,,1,0,,,Inhibition,%,,,CHEMBL1938225,Mycobacterium tuberculosis,dTDP-4-dehydrorhamnose reductase,1773,,,INH,,UO_0000187,,
