,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,672002,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(CC2(C)SC(O)=C(C)C2=O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136314,Bioorg Med Chem Lett,2003,,CHEMBL123184,,CHEMBL123184,,0,http://www.openphacts.org/units/Nanomolar,231778,>,1,1,>,,IC50,nM,,500000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,500.0
1,,,674666,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(O)C(C)(Cc2cc(F)cc(F)c2)SC1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136314,Bioorg Med Chem Lett,2003,,CHEMBL122699,,CHEMBL122699,,0,http://www.openphacts.org/units/Nanomolar,231789,=,1,1,=,,IC50,nM,,263000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,263.0
2,,,674667,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1cccc(-c2ccc(CC3(C)SC(O)=C(C)C3=O)cc2)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136314,Bioorg Med Chem Lett,2003,,CHEMBL124117,,CHEMBL124117,,0,http://www.openphacts.org/units/Nanomolar,231782,=,1,1,=,,IC50,nM,,119000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,119.0
3,,,677317,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(O)C(C)(Cc2cccc(Oc3ccccc3)c2)SC1=O,,,CHEMBL1136314,Bioorg Med Chem Lett,2003,"{'bei': '13.12', 'le': '0.25', 'lle': '-0.61', 'sei': '9.21'}",CHEMBL332364,,CHEMBL332364,4.28,0,http://www.openphacts.org/units/Nanomolar,231790,=,1,1,=,,IC50,nM,,52000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,52.0
4,,,678602,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(O)C(C)(Cc2ccc(C)cc2)SC1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136314,Bioorg Med Chem Lett,2003,,CHEMBL432983,,CHEMBL432983,,0,http://www.openphacts.org/units/Nanomolar,231792,=,1,1,=,,IC50,nM,,112000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,112.0
5,,,678603,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(O)C(C)(Cc2ccc(-c3ccc(C(C)(C)C)cc3)cc2)SC1=O,,,CHEMBL1136314,Bioorg Med Chem Lett,2003,"{'bei': '12.56', 'le': '0.24', 'lle': '-1.46', 'sei': '12.34'}",CHEMBL123594,,CHEMBL123594,4.60,0,http://www.openphacts.org/units/Nanomolar,231786,=,1,1,=,,IC50,nM,,25000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,25.0
6,,,685500,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(O)C(C)(Cc2ccc(-c3ccccc3)cc2)SC1=O,,,CHEMBL1136314,Bioorg Med Chem Lett,2003,"{'bei': '13.83', 'le': '0.27', 'lle': '-0.47', 'sei': '11.51'}",CHEMBL333742,,CHEMBL333742,4.29,0,http://www.openphacts.org/units/Nanomolar,231780,=,1,1,=,,IC50,nM,,51000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,51.0
7,,,688087,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(O)C(C)(Cc2ccc(-c3ccc(CO)cc3)cc2)SC1=O,,,CHEMBL1136314,Bioorg Med Chem Lett,2003,"{'bei': '13.87', 'le': '0.27', 'lle': '0.47', 'sei': '8.21'}",CHEMBL122848,,CHEMBL122848,4.72,0,http://www.openphacts.org/units/Nanomolar,231784,=,1,1,=,,IC50,nM,,19000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,19.0
8,,,692043,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(O)C(C)(Cc2cccc(-c3ccccc3)c2)SC1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1136314,Bioorg Med Chem Lett,2003,,CHEMBL332417,,CHEMBL332417,,0,http://www.openphacts.org/units/Nanomolar,231788,=,1,1,=,,IC50,nM,,215000.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,215.0
9,,,693201,[],CHEMBL648364,In vitro inhibitory activity against the recombinant Mycobacterium tuberculosis Beta-ketoacyl-ACP synthase III mtFabH condensing enzyme.,B,,,BAO_0000190,BAO_0000357,single protein format,C=C/C(C)=C\C1(C)SC(O)=C(C)C1=O,,,CHEMBL1136314,Bioorg Med Chem Lett,2003,"{'bei': '19.62', 'le': '0.40', 'lle': '1.15', 'sei': '11.06'}",CHEMBL331347,,CHEMBL331347,4.13,0,http://www.openphacts.org/units/Nanomolar,231776,=,1,1,=,,IC50,nM,,74900.0,CHEMBL3640,Mycobacterium tuberculosis,3-oxoacyl-[acyl-carrier-protein] synthase III,1773,,,IC50,uM,UO_0000065,,74.9
