,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23214768,[],CHEMBL4823104,Competitive inhibition of Mycobacterium tuberculosis H37Rv membrane MenA using DHNA as a substrate in presence of [1-3H]FPP or [1-3H]GGPP,B,,,BAO_0000190,BAO_0000249,cell membrane format,C=CCN(C)C/C=C(\C)CC/C=C(\C)CCC=C(C)C,,,CHEMBL4819151,Bioorg Med Chem Lett,2021,,CHEMBL4873171,,CHEMBL4873171,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3610582,=,1,1,=,,IC50,ug.mL-1,,5.5,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,ug ml-1,UO_0000274,,5.5
1,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23214769,[],CHEMBL4823104,Competitive inhibition of Mycobacterium tuberculosis H37Rv membrane MenA using DHNA as a substrate in presence of [1-3H]FPP or [1-3H]GGPP,B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)=CCC/C(C)=C/CC/C(C)=C/COC(=O)C(N)CC(=O)O,,,CHEMBL4819151,Bioorg Med Chem Lett,2021,,CHEMBL4859546,,CHEMBL4859546,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3610583,=,1,1,=,,IC50,ug.mL-1,,1.8,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,ug ml-1,UO_0000274,,1.8
2,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23214772,[],CHEMBL4823107,Inhibition of Mycobacterium tuberculosis MenA,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN(C)CCCCCCCCOc1ccc2ccc(OC)cc2c1,,,CHEMBL4819151,Bioorg Med Chem Lett,2021,,CHEMBL4879210,,CHEMBL4879210,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3610577,=,1,1,=,,IC50,ug.mL-1,,6.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,ug ml-1,UO_0000274,,6.0
3,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23214773,[],CHEMBL4823107,Inhibition of Mycobacterium tuberculosis MenA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2ccc(OCCCCCCCCN3CCCCC3)cc2c1,,,CHEMBL4819151,Bioorg Med Chem Lett,2021,,CHEMBL4858817,,CHEMBL4858817,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3610576,=,1,1,=,,IC50,ug.mL-1,,5.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,ug ml-1,UO_0000274,,5.0
4,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25558449,[],CHEMBL5347776,Inhibition of Mycobacterium tuberculosis MenA,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN(C)CCCCCCCCOc1ccc2ccc(OC)cc2c1,,,CHEMBL5346878,Eur J Med Chem,2023,"{'bei': '13.42', 'le': '0.25', 'lle': '-0.92', 'sei': '21.99'}",CHEMBL4879210,,CHEMBL4879210,4.77,0,http://www.openphacts.org/units/Nanomolar,3978511,=,1,1,=,,IC50,nM,,16900.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,uM,UO_0000065,,16.9
5,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25558450,[],CHEMBL5347776,Inhibition of Mycobacterium tuberculosis MenA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2ccc(OCCCCCCCCN3CCCCC3)cc2c1,,,CHEMBL5346878,Eur J Med Chem,2023,"{'bei': '13.18', 'le': '0.25', 'lle': '-1.18', 'sei': '22.44'}",CHEMBL4858817,,CHEMBL4858817,4.87,0,http://www.openphacts.org/units/Nanomolar,3978512,=,1,1,=,,IC50,nM,,13500.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,uM,UO_0000065,,13.5
6,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25558454,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '30.0'}]",CHEMBL5347778,Displacement of [3H]FPP from Mycobacterium tuberculosis mc2 6230 membrane protein MenA incubated for 30 mins by liquid scintillation spectrometry,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCN(C)c1ccc(CN2CCC(COc3nc4ccc(F)cc4s3)CC2)cc1,,,CHEMBL5346878,Eur J Med Chem,2023,"{'bei': '10.54', 'le': '0.21', 'lle': '-1.06', 'sei': '15.76'}",CHEMBL5422609,,CHEMBL5422609,4.51,0,http://www.openphacts.org/units/Nanomolar,3978517,=,1,1,=,,IC50,nM,,31000.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,uM,UO_0000065,,31.0
7,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25558455,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '30.0'}]",CHEMBL5347778,Displacement of [3H]FPP from Mycobacterium tuberculosis mc2 6230 membrane protein MenA incubated for 30 mins by liquid scintillation spectrometry,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCN(C)c1ccc(CN2CCC(CSc3ccccc3)CC2)cc1,,,CHEMBL5346878,Eur J Med Chem,2023,"{'bei': '12.87', 'le': '0.25', 'lle': '-0.80', 'sei': '73.22'}",CHEMBL5416104,,CHEMBL5416104,4.75,0,http://www.openphacts.org/units/Nanomolar,3978518,=,1,1,=,,IC50,nM,,18000.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,uM,UO_0000065,,18.0
8,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25558456,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '30.0'}]",CHEMBL5347778,Displacement of [3H]FPP from Mycobacterium tuberculosis mc2 6230 membrane protein MenA incubated for 30 mins by liquid scintillation spectrometry,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(Oc2cccc(OCC3CCN(Cc4ccc(N5CCOCC5)cc4)CC3)c2)cc1,,,CHEMBL5346878,Eur J Med Chem,2023,"{'bei': '10.04', 'le': '0.18', 'lle': '-1.01', 'sei': '13.47'}",CHEMBL5422527,,CHEMBL5422527,4.60,0,http://www.openphacts.org/units/Nanomolar,3978505,=,1,1,=,,IC50,nM,,25000.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,uM,UO_0000065,,25.0
9,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25558457,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '30.0'}]",CHEMBL5347778,Displacement of [3H]FPP from Mycobacterium tuberculosis mc2 6230 membrane protein MenA incubated for 30 mins by liquid scintillation spectrometry,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCN(C)c1ccc(CN2[C@@H]3CC[C@H]2CC(Oc2cccc(Oc4ccccc4)c2)C3)cc1,,,CHEMBL5346878,Eur J Med Chem,2023,"{'bei': '10.01', 'le': '0.18', 'lle': '-2.33', 'sei': '18.32'}",CHEMBL5432673,,CHEMBL5432673,4.57,0,http://www.openphacts.org/units/Nanomolar,3978506,=,1,1,=,,IC50,nM,,27000.0,CHEMBL4879548,Mycobacterium tuberculosis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",1773,,,IC50,uM,UO_0000065,,27.0
