,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,Not Determined,3243548,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,C[C@@]1(C(=O)NCC(=O)NC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)N[C@H](c2ccccc2)[C@@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]21,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090321,,CHEMBL1090321,,0,http://qudt.org/vocab/unit#Percent,902537,,1,0,,,Inhibition,%,,,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,,UO_0000187,,
1,,,3243550,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccccc1[C@H]1N[C@@](C)(C(=O)NCC(=O)NC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]12,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090322,,CHEMBL1090322,,0,http://qudt.org/vocab/unit#Percent,902538,=,1,1,=,,Inhibition,%,,0.0,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,%,UO_0000187,,0.0
2,,,3243552,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COc1cccc([C@H]2N[C@@](C)(C(=O)NCC(=O)NC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)[C@H]3C(=O)N(c4ccccc4)C(=O)[C@@H]23)c1OC,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090323,,CHEMBL1090323,,0,http://qudt.org/vocab/unit#Percent,902539,=,1,1,=,,Inhibition,%,,0.0,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,%,UO_0000187,,0.0
3,,,3243554,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,C[C@@]1(C(=O)NCC(=O)NC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)N[C@H](C(O)CO)[C@@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]21,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090324,,CHEMBL1090324,,0,http://qudt.org/vocab/unit#Percent,902540,=,1,1,=,,Inhibition,%,,0.0,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,%,UO_0000187,,0.0
4,,Not Determined,3243556,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](c2ccccc2)N[C@@](C)(C(=O)NCC(=O)NC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1C(=O)OC,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090325,,CHEMBL1090325,,0,http://qudt.org/vocab/unit#Percent,902541,,1,0,,,Inhibition,%,,,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,,UO_0000187,,
5,,,3243558,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](c2ccccc2OC)N[C@@](C)(C(=O)NCC(=O)NC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1C(=O)OC,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090326,,CHEMBL1090326,,0,http://qudt.org/vocab/unit#Percent,902542,=,1,1,=,,Inhibition,%,,0.0,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,%,UO_0000187,,0.0
6,,,3243560,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)[C@@H]1[C@H]2C(=O)N(CC(=O)NC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)C(=O)[C@@H]2N[C@@H]1c1ccccc1OC,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090327,,CHEMBL1090327,,0,http://qudt.org/vocab/unit#Percent,902543,=,1,1,=,,Inhibition,%,,0.0,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,%,UO_0000187,,0.0
7,,Not Determined,3243562,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)[C@@H]1[C@H]2C(=O)N(CC(=O)NC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)C(=O)[C@@H]2N[C@@H]1C(O)CO,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090166,,CHEMBL1090166,,0,http://qudt.org/vocab/unit#Percent,902610,,1,0,,,Inhibition,%,,,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,,UO_0000187,,
8,,,3243564,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)[C@@H]1[C@@H]2C(=O)N(CC(=O)NC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)C(=O)[C@@H]2N[C@@H]1c1ccccc1,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090660,,CHEMBL1090660,,0,http://qudt.org/vocab/unit#Percent,902611,=,1,1,=,,Inhibition,%,,80.0,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,%,UO_0000187,,80.0
9,,,3243566,[],CHEMBL1104376,Inhibition of Mycobacterium tuberculosis GlfT2 assessed as incorporation of [14C]Gal at 1 mM by scintillation counting,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)[C@@H]1[C@@H]2C(=O)N(CC(=O)NC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)C(=O)[C@@H]2N[C@@H]1c1ccccc1OC,,,CHEMBL1156961,Bioorg Med Chem,2010,,CHEMBL1090661,,CHEMBL1090661,,0,http://qudt.org/vocab/unit#Percent,902612,=,1,1,=,,Inhibition,%,,0.0,CHEMBL1075096,Mycobacterium tuberculosis,UDP-galactofuranosyl transferase GlfT2,1773,,,INH,%,UO_0000187,,0.0
