,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,2199546,[],CHEMBL937902,Inhibition of Mycobacterium tuberculosis DXR assessed as NADPH-dependent conversion of 1-deoxy-D-xylulose 5-phosphate to 2-C-methyl-D-erythritol 4-phosphate by spectrophotometric method,B,,,BAO_0000190,BAO_0000357,single protein format,O=CN(O)CCCP(=O)(O)O,,,CHEMBL1156465,J Biol Chem,2007,"{'bei': '38.76', 'le': '0.88', 'lle': '7.70', 'sei': '7.24'}",CHEMBL203125,FOSMIDOMYCIN,CHEMBL203125,7.10,0,http://www.openphacts.org/units/Nanomolar,791644,=,1,1,=,,IC50,nM,,80.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,IC50,nM,UO_0000065,,80.0
1,,,6274895,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,O=CN(O)CCCP(=O)(O)O,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '37.43', 'le': '0.85', 'lle': '7.45', 'sei': '6.99'}",CHEMBL203125,FOSMIDOMYCIN,CHEMBL203125,6.85,0,http://www.openphacts.org/units/Nanomolar,1440980,=,1,1,=,,Ki,nM,,140.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,0.14
2,,,6274896,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,CC(=O)N(O)CCCP(=O)(O)O,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '34.93', 'le': '0.78', 'lle': '7.10', 'sei': '7.02'}",CHEMBL205338,FR-900098,CHEMBL205338,6.89,0,http://www.openphacts.org/units/Nanomolar,1440836,=,1,1,=,,Ki,nM,,130.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,0.13
3,,,6274897,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,O=CN(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '18.05', 'le': '0.43', 'lle': '3.47', 'sei': '6.04'}",CHEMBL204106,,CHEMBL204106,5.92,0,http://www.openphacts.org/units/Nanomolar,1440837,=,1,1,=,,Ki,nM,,1200.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,1.2
4,,,6274898,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,CC(=O)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '17.02', 'le': '0.40', 'lle': '2.98', 'sei': '5.94'}",CHEMBL204107,,CHEMBL204107,5.82,0,http://www.openphacts.org/units/Nanomolar,1440838,=,1,1,=,,Ki,nM,,1500.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,1.5
5,,,6274899,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '14.10', 'le': '0.31', 'lle': '3.20', 'sei': '3.20'}",CHEMBL291727,,CHEMBL291727,4.49,0,http://www.openphacts.org/units/Nanomolar,1440839,=,1,1,=,,Ki,nM,,32700.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,32.7
6,,,6274900,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,O=c1ccc(-c2ccccc2)cn1O,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '24.90', 'le': '0.45', 'lle': '2.91', 'sei': '11.04'}",CHEMBL574580,1-HYDROXY-5-PHENYLPYRIDIN-2(1H)-ONE,CHEMBL574580,4.66,0,http://www.openphacts.org/units/Nanomolar,1440841,=,1,1,=,,Ki,nM,,21800.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,21.8
7,,,6274901,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,O=P(O)(O)Cc1ccccn1,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '33.48', 'le': '0.72', 'lle': '5.04', 'sei': '8.23'}",CHEMBL1615245,PYRIDIN-2-YLMETHYLPHOSPHONIC ACID,CHEMBL1615245,5.80,0,http://www.openphacts.org/units/Nanomolar,1440842,=,1,1,=,,Ki,nM,,1600.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,1.6
8,,,6274902,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,O=P(O)(O)Cc1ccc(-c2ccccc2)cn1,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '22.05', 'le': '0.44', 'lle': '3.06', 'sei': '7.80'}",CHEMBL1615246,,CHEMBL1615246,5.50,0,http://www.openphacts.org/units/Nanomolar,1440843,=,1,1,=,,Ki,nM,,3200.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,3.2
9,,,6274903,[],CHEMBL1803440,Inhibition of Mycobacterium tuberculosis recombinant DXR expressed in Escherichia coli BL21 (DE3) using DXP as substrate and MgCl2 as cofactor preincubated for 10 mins,B,,,BAO_0000192,BAO_0000019,assay format,O=P(O)(O)Cc1ccc2ccccc2n1,,,CHEMBL1800073,J Med Chem,2011,"{'bei': '23.13', 'le': '0.47', 'lle': '3.25', 'sei': '7.33'}",CHEMBL1615247,,CHEMBL1615247,5.16,0,http://www.openphacts.org/units/Nanomolar,1440844,=,1,1,=,,Ki,nM,,6900.0,CHEMBL5630,Mycobacterium tuberculosis,1-deoxy-D-xylulose 5-phosphate reductoisomerase,1773,,,Ki,uM,UO_0000065,,6.9
