,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,3367269,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,Oc1ncnc2[nH]ncc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1177645,Bioorg Med Chem,2010,,CHEMBL1467,ALLOPURINOL,CHEMBL1467,,0,http://www.openphacts.org/units/Nanomolar,925558,=,1,1,=,,Kd,nM,,1000000.0,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,3.0
1,,,3367270,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,O=c1[nH]cnc2ccccc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1177645,Bioorg Med Chem,2010,,CHEMBL266540,QUINAZOLINONE,CHEMBL266540,,0,http://www.openphacts.org/units/Nanomolar,925559,=,1,1,=,,Kd,nM,,316227.77,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,3.5
2,,,3367271,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,Oc1nc(O)c2cn[nH]c2n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1177645,Bioorg Med Chem,2010,,CHEMBL859,OXYPURINOL,CHEMBL859,,0,http://www.openphacts.org/units/Nanomolar,925560,=,1,1,=,,Kd,nM,,794328.23,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,3.1
3,,,3367272,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,CHEMBL1177645,Bioorg Med Chem,2010,"{'bei': '16.43', 'le': '0.33', 'lle': '5.74', 'sei': '4.32'}",CHEMBL388931,,CHEMBL388931,4.90,0,http://www.openphacts.org/units/Nanomolar,926184,=,1,1,=,,Kd,nM,,12589.25,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,4.9
4,,,3367273,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,,,CHEMBL1177645,Bioorg Med Chem,2010,"{'bei': '21.76', 'le': '0.42', 'lle': '6.23', 'sei': '4.12'}",CHEMBL184,ACYCLOVIR,CHEMBL184,4.90,0,http://www.openphacts.org/units/Nanomolar,925561,=,1,1,=,,Kd,nM,,12589.25,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,4.9
5,,,3367274,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,Sc1ncnc2nc[nH]c12,,,CHEMBL1177645,Bioorg Med Chem,2010,"{'bei': '26.94', 'le': '0.56', 'lle': '3.46', 'sei': '7.53'}",CHEMBL1425,MERCAPTOPURINE ANHYDROUS,CHEMBL1425,4.10,0,http://www.openphacts.org/units/Nanomolar,925760,=,1,1,=,,Kd,nM,,79432.82,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,4.1
6,,,3367275,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,CSc1nc(N)nc2[nH]cnc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1177645,Bioorg Med Chem,2010,,CHEMBL1172777,,CHEMBL1172777,,0,http://www.openphacts.org/units/Nanomolar,925562,=,1,1,=,,Kd,nM,,316227.77,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,3.5
7,,,3367276,[],CHEMBL1176015,Binding affinity to Mycobacterium tuberculosis purine nucleoside phosphorylase by spectrophotometric analysis,B,,,BAO_0000034,BAO_0000357,single protein format,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,,,CHEMBL1177645,Bioorg Med Chem,2010,"{'bei': '18.81', 'le': '0.36', 'lle': '6.77', 'sei': '3.45'}",CHEMBL182,GANCICLOVIR,CHEMBL182,4.80,0,http://www.openphacts.org/units/Nanomolar,925596,=,1,1,=,,Kd,nM,,15848.93,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,pKd,,UO_0000065,,4.8
8,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25532890,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '10.0'}]",CHEMBL5341494,Inhibition of Mycobacterium tuberculosis recombinant PNP incubated for 10 mins,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2c(Sc3ccccc3)c[nH]c12,,,CHEMBL5338763,J Med Chem,2023,"{'bei': '21.41', 'le': '0.42', 'lle': '2.81', 'sei': '8.46'}",CHEMBL5440187,,CHEMBL5440187,5.21,0,http://www.openphacts.org/units/Nanomolar,3973592,=,1,1,=,,IC50,nM,,6187.0,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,IC50,uM,UO_0000065,,6.187
9,,Not Determined,25532891,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '10.0'}]",CHEMBL5341494,Inhibition of Mycobacterium tuberculosis recombinant PNP incubated for 10 mins,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1Sc1c[nH]c2c(=O)[nH]cnc12,,,CHEMBL5338763,J Med Chem,2023,,CHEMBL5433419,,CHEMBL5433419,,0,,3973593,,1,0,,,IC50,,,,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,IC50,,,,
10,,Not Determined,25532892,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '10.0'}]",CHEMBL5341494,Inhibition of Mycobacterium tuberculosis recombinant PNP incubated for 10 mins,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2c(Sc3ccccc3Br)c[nH]c12,,,CHEMBL5338763,J Med Chem,2023,,CHEMBL5399935,,CHEMBL5399935,,0,,3973594,,1,0,,,IC50,,,,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,IC50,,,,
11,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25532893,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '10.0'}]",CHEMBL5341494,Inhibition of Mycobacterium tuberculosis recombinant PNP incubated for 10 mins,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2c(Sc3ccccc3O)c[nH]c12,,,CHEMBL5338763,J Med Chem,2023,"{'bei': '24.83', 'le': '0.49', 'lle': '4.33', 'sei': '7.87'}",CHEMBL5405457,,CHEMBL5405457,6.44,0,http://www.openphacts.org/units/Nanomolar,3973595,=,1,1,=,,IC50,nM,,364.0,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,IC50,uM,UO_0000065,,0.364
12,"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25532894,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '10.0'}]",CHEMBL5341494,Inhibition of Mycobacterium tuberculosis recombinant PNP incubated for 10 mins,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2c(Sc3ccccc3CO)c[nH]c12,,,CHEMBL5338763,J Med Chem,2023,"{'bei': '19.70', 'le': '0.39', 'lle': '3.50', 'sei': '6.59'}",CHEMBL5395250,,CHEMBL5395250,5.38,0,http://www.openphacts.org/units/Nanomolar,3973596,=,1,1,=,,IC50,nM,,4119.0,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,IC50,uM,UO_0000065,,4.119
13,,Not Determined,25532895,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '10.0'}]",CHEMBL5341494,Inhibition of Mycobacterium tuberculosis recombinant PNP incubated for 10 mins,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]cnc2c(Sc3cccc(Br)c3)c[nH]c12,,,CHEMBL5338763,J Med Chem,2023,,CHEMBL5414231,,CHEMBL5414231,,0,,3973597,,1,0,,,IC50,,,,CHEMBL1169594,Mycobacterium tuberculosis,Purine nucleoside phosphorylase,1773,,,IC50,,,,
