,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
0,,,10983003,[],CHEMBL2073106,Inhibition of Mycobacterium tuberculosis chorismate mutase using chorismate substrate in dose response study by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-n2cnc3sc4c(c3c2=O)CCCC4)c1,,,CHEMBL2069283,Bioorg Med Chem,2012,"{'bei': '15.06', 'le': '0.29', 'lle': '1.37', 'sei': '10.66'}",CHEMBL2071368,,CHEMBL2071368,4.70,0,http://www.openphacts.org/units/Nanomolar,1663758,=,1,1,=,,IC50,nM,,19800.0,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,IC50,uM,UO_0000065,,19.8
1,,Dose-dependent effect,10983004,[],CHEMBL2073106,Inhibition of Mycobacterium tuberculosis chorismate mutase using chorismate substrate in dose response study by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,COc1cccc(-n2cnc3sc4c(c3c2=O)CCCC4)c1,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071368,,CHEMBL2071368,,0,http://qudt.org/vocab/unit#Percent,1663758,,1,0,,,Inhibition,%,,,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,,UO_0000187,,
2,,,10983005,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1csc2ncn(-c3ccc(F)cc3)c(=O)c12,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071376,,CHEMBL2071376,,0,http://qudt.org/vocab/unit#Percent,1663766,=,1,1,=,,Inhibition,%,,17.7,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,17.7
3,,,10983006,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,O=c1c2c3c(sc2ncn1-c1ccc(F)cc1)CCCCC3,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071375,,CHEMBL2071375,,0,http://qudt.org/vocab/unit#Percent,1663765,=,1,1,=,,Inhibition,%,,14.6,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,14.6
4,,,10983007,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,O=c1c2c3c(sc2ncn1-c1ccccc1)CCCCC3,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071374,,CHEMBL2071374,,0,http://qudt.org/vocab/unit#Percent,1663764,=,1,1,=,,Inhibition,%,,13.0,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,13.0
5,,,10983008,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)(C)OC(=O)N1CCc2c(sc3ncn(-c4cccc(C=O)c4)c(=O)c23)C1,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071373,,CHEMBL2071373,,0,http://qudt.org/vocab/unit#Percent,1663763,=,1,1,=,,Inhibition,%,,49.9,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,49.9
6,,,10983009,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)(C)OC(=O)N1CCc2c(sc3ncn(-c4ccccc4)c(=O)c23)C1,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071372,,CHEMBL2071372,,0,http://qudt.org/vocab/unit#Percent,1663762,=,1,1,=,,Inhibition,%,,37.2,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,37.2
7,,,10983010,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,O=c1c2c3c(sc2ncn1-c1ccc2ccccc2c1)CCCC3,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071371,,CHEMBL2071371,,0,http://qudt.org/vocab/unit#Percent,1663761,=,1,1,=,,Inhibition,%,,33.0,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,33.0
8,,,10983011,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,O=Cc1cccc(-n2cnc3sc4c(c3c2=O)CCCC4)c1,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071370,,CHEMBL2071370,,0,http://qudt.org/vocab/unit#Percent,1663760,=,1,1,=,,Inhibition,%,,45.3,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,45.3
9,,,10983012,[],CHEMBL2073105,Inhibition of Mycobacterium tuberculosis chorismate mutase at 50 uM using chorismate substrate by spectrophotometry,B,,,BAO_0000201,BAO_0000357,single protein format,O=c1c2c3c(sc2ncn1-c1cccc(Cl)c1)CCCC3,,,CHEMBL2069283,Bioorg Med Chem,2012,,CHEMBL2071369,,CHEMBL2071369,,0,http://qudt.org/vocab/unit#Percent,1663759,=,1,1,=,,Inhibition,%,,42.5,CHEMBL2069157,Mycobacterium tuberculosis,Intracellular chorismate mutase,1773,,,INH,%,UO_0000187,,42.5
