epoch,step,train_loss,val_loss
0,274,,0.7821717262268066
0,274,0.533669650554657,
1,549,,0.7880303859710693
1,549,0.4686218798160553,
2,824,,0.7911346554756165
2,824,0.43850070238113403,
3,1099,,0.7936408519744873
3,1099,0.41941383481025696,
4,1374,,0.9008491039276123
4,1374,0.4052051901817322,
5,1649,,0.9863489270210266
5,1649,0.36039918661117554,
6,1924,,0.951416552066803
6,1924,0.35265684127807617,
7,2199,,1.0100663900375366
7,2199,0.34292200207710266,
8,2474,,1.0374799966812134
8,2474,0.33153036236763,
9,2749,,1.0476906299591064
9,2749,0.30032122135162354,
10,3024,,1.0824977159500122
10,3024,0.28392982482910156,
