epoch,step,train_loss,val_loss
0,274,,0.908150851726532
0,274,0.6805959343910217,
1,549,,0.871768593788147
1,549,0.5062276124954224,
2,824,,1.054153561592102
2,824,0.45251449942588806,
3,1099,,0.9810728430747986
3,1099,0.4255598485469818,
4,1374,,0.9463737607002258
4,1374,0.4011741578578949,
5,1649,,0.8838547468185425
5,1649,0.38435590267181396,
6,1924,,0.9597423076629639
6,1924,0.3467307388782501,
7,2199,,0.9595245718955994
7,2199,0.33056145906448364,
8,2474,,1.0188724994659424
8,2474,0.3169602155685425,
9,2749,,1.0104384422302246
9,2749,0.3182131052017212,
10,3024,,0.9341555237770081
10,3024,0.3028169572353363,
11,3299,,1.0035549402236938
11,3299,0.28316113352775574,
