epoch,step,train_loss,val_loss
0,274,,0.7401349544525146
0,274,0.5493788719177246,
1,549,,0.7523760795593262
1,549,0.48012205958366394,
2,824,,0.7465682625770569
2,824,0.46057218313217163,
3,1099,,0.8103002905845642
3,1099,0.4393033981323242,
4,1374,,0.8295695781707764
4,1374,0.4203473925590515,
5,1649,,0.9008107781410217
5,1649,0.3926842212677002,
6,1924,,0.925352931022644
6,1924,0.3745417296886444,
7,2199,,0.8719006776809692
7,2199,0.37500256299972534,
8,2474,,0.8570533990859985
8,2474,0.35476312041282654,
9,2749,,0.9698027968406677
9,2749,0.34049779176712036,
10,3024,,0.9806632399559021
10,3024,0.32877033948898315,
